week_start_date,ward,organism,antibiotic,susceptibility_percent,total_tested
2022-03-23,ICU,Pseudomonas aeruginosa,Imipenem,83.46,20
2022-03-30,ICU,Pseudomonas aeruginosa,Imipenem,79.58,10
2022-04-06,ICU,Pseudomonas aeruginosa,Imipenem,68.55,8
2022-04-13,ICU,Pseudomonas aeruginosa,Imipenem,60.89,25
2022-04-20,ICU,Pseudomonas aeruginosa,Imipenem,83.69,18
2022-04-27,ICU,Pseudomonas aeruginosa,Imipenem,82.71,12
2022-05-04,ICU,Pseudomonas aeruginosa,Imipenem,86.6,10
2022-05-11,ICU,Pseudomonas aeruginosa,Imipenem,78.24,11
2022-05-18,ICU,Pseudomonas aeruginosa,Imipenem,82.83,14
2022-05-25,ICU,Pseudomonas aeruginosa,Imipenem,77.59,15
2022-06-01,ICU,Pseudomonas aeruginosa,Imipenem,71.37,9
2022-06-08,ICU,Pseudomonas aeruginosa,Imipenem,90.35,11
2022-06-15,ICU,Pseudomonas aeruginosa,Imipenem,83.6,13
2022-06-22,ICU,Pseudomonas aeruginosa,Imipenem,75.77,8
2022-06-29,ICU,Pseudomonas aeruginosa,Imipenem,70.98,9
2022-07-06,ICU,Pseudomonas aeruginosa,Imipenem,74.41,16
2022-07-13,ICU,Pseudomonas aeruginosa,Imipenem,79.12,20
2022-07-20,ICU,Pseudomonas aeruginosa,Imipenem,83.63,15
2022-07-27,ICU,Pseudomonas aeruginosa,Imipenem,81.03,19
2022-08-03,ICU,Pseudomonas aeruginosa,Imipenem,73.53,8
2022-08-10,ICU,Pseudomonas aeruginosa,Imipenem,73.98,8
2022-08-17,ICU,Pseudomonas aeruginosa,Imipenem,81.46,11
2022-08-24,ICU,Pseudomonas aeruginosa,Imipenem,72.62,11
2022-08-31,ICU,Pseudomonas aeruginosa,Imipenem,80.95,19
2022-09-07,ICU,Pseudomonas aeruginosa,Imipenem,74.09,4
2022-09-14,ICU,Pseudomonas aeruginosa,Imipenem,64.02,15
2022-09-21,ICU,Pseudomonas aeruginosa,Imipenem,76.06,11
2022-09-28,ICU,Pseudomonas aeruginosa,Imipenem,77.21,13
2022-10-05,ICU,Pseudomonas aeruginosa,Imipenem,69.35,12
2022-10-12,ICU,Pseudomonas aeruginosa,Imipenem,78.69,16
2022-10-19,ICU,Pseudomonas aeruginosa,Imipenem,56.89,20
2022-10-26,ICU,Pseudomonas aeruginosa,Imipenem,70.02,17
2022-11-02,ICU,Pseudomonas aeruginosa,Imipenem,52.32,16
2022-11-09,ICU,Pseudomonas aeruginosa,Imipenem,85.05,19
2022-11-16,ICU,Pseudomonas aeruginosa,Imipenem,70.03,16
2022-11-23,ICU,Pseudomonas aeruginosa,Imipenem,75.46,9
2022-11-30,ICU,Pseudomonas aeruginosa,Imipenem,83.43,16
2022-12-07,ICU,Pseudomonas aeruginosa,Imipenem,86.91,6
2022-12-14,ICU,Pseudomonas aeruginosa,Imipenem,82.39,19
2022-12-21,ICU,Pseudomonas aeruginosa,Imipenem,81.76,20
2022-12-28,ICU,Pseudomonas aeruginosa,Imipenem,73.42,13
2023-01-04,ICU,Pseudomonas aeruginosa,Imipenem,81.0,12
2023-01-11,ICU,Pseudomonas aeruginosa,Imipenem,82.73,11
2023-01-18,ICU,Pseudomonas aeruginosa,Imipenem,92.44,11
2023-01-25,ICU,Pseudomonas aeruginosa,Imipenem,78.14,8
2023-02-01,ICU,Pseudomonas aeruginosa,Imipenem,76.7,8
2023-02-08,ICU,Pseudomonas aeruginosa,Imipenem,81.54,12
2023-02-15,ICU,Pseudomonas aeruginosa,Imipenem,84.72,23
2023-02-22,ICU,Pseudomonas aeruginosa,Imipenem,88.99,17
2023-03-01,ICU,Pseudomonas aeruginosa,Imipenem,83.74,18
2023-03-08,ICU,Pseudomonas aeruginosa,Imipenem,86.89,9
2023-03-15,ICU,Pseudomonas aeruginosa,Imipenem,88.53,10
2023-03-22,ICU,Pseudomonas aeruginosa,Imipenem,81.83,18
2023-03-29,ICU,Pseudomonas aeruginosa,Imipenem,91.88,18
2023-04-05,ICU,Pseudomonas aeruginosa,Imipenem,90.36,6
2023-04-12,ICU,Pseudomonas aeruginosa,Imipenem,93.82,16
2023-04-19,ICU,Pseudomonas aeruginosa,Imipenem,84.96,17
2023-04-26,ICU,Pseudomonas aeruginosa,Imipenem,78.63,15
2023-05-03,ICU,Pseudomonas aeruginosa,Imipenem,86.35,24
2023-05-10,ICU,Pseudomonas aeruginosa,Imipenem,85.75,10
2023-05-17,ICU,Pseudomonas aeruginosa,Imipenem,86.31,23
2023-05-24,ICU,Pseudomonas aeruginosa,Imipenem,87.15,8
2023-05-31,ICU,Pseudomonas aeruginosa,Imipenem,87.22,10
2023-06-07,ICU,Pseudomonas aeruginosa,Imipenem,89.04,18
2023-06-14,ICU,Pseudomonas aeruginosa,Imipenem,86.79,15
2023-06-21,ICU,Pseudomonas aeruginosa,Imipenem,80.87,6
2023-06-28,ICU,Pseudomonas aeruginosa,Imipenem,73.71,15
2023-07-05,ICU,Pseudomonas aeruginosa,Imipenem,78.63,10
2023-07-12,ICU,Pseudomonas aeruginosa,Imipenem,76.11,15
2023-07-19,ICU,Pseudomonas aeruginosa,Imipenem,79.59,13
2023-07-26,ICU,Pseudomonas aeruginosa,Imipenem,68.22,15
2023-08-02,ICU,Pseudomonas aeruginosa,Imipenem,74.65,14
2023-08-09,ICU,Pseudomonas aeruginosa,Imipenem,63.32,12
2023-08-16,ICU,Pseudomonas aeruginosa,Imipenem,68.95,20
2023-08-23,ICU,Pseudomonas aeruginosa,Imipenem,68.28,20
2023-08-30,ICU,Pseudomonas aeruginosa,Imipenem,76.25,18
2023-09-06,ICU,Pseudomonas aeruginosa,Imipenem,79.08,21
2023-09-13,ICU,Pseudomonas aeruginosa,Imipenem,84.04,12
2023-09-20,ICU,Pseudomonas aeruginosa,Imipenem,63.26,5
2023-09-27,ICU,Pseudomonas aeruginosa,Imipenem,68.44,9
2023-10-04,ICU,Pseudomonas aeruginosa,Imipenem,91.79,10
2023-10-11,ICU,Pseudomonas aeruginosa,Imipenem,63.5,6
2023-10-18,ICU,Pseudomonas aeruginosa,Imipenem,84.71,19
2023-10-25,ICU,Pseudomonas aeruginosa,Imipenem,80.24,11
2023-11-01,ICU,Pseudomonas aeruginosa,Imipenem,73.28,19
2023-11-08,ICU,Pseudomonas aeruginosa,Imipenem,71.88,8
2023-11-15,ICU,Pseudomonas aeruginosa,Imipenem,69.86,13
2023-11-22,ICU,Pseudomonas aeruginosa,Imipenem,88.94,21
2023-11-29,ICU,Pseudomonas aeruginosa,Imipenem,74.77,16
2023-12-06,ICU,Pseudomonas aeruginosa,Imipenem,57.87,8
2023-12-13,ICU,Pseudomonas aeruginosa,Imipenem,76.31,9
2023-12-20,ICU,Pseudomonas aeruginosa,Imipenem,74.7,14
2023-12-27,ICU,Pseudomonas aeruginosa,Imipenem,84.15,9
2024-01-03,ICU,Pseudomonas aeruginosa,Imipenem,84.1,12
2024-01-10,ICU,Pseudomonas aeruginosa,Imipenem,78.41,18
2024-01-17,ICU,Pseudomonas aeruginosa,Imipenem,60.22,21
2024-01-24,ICU,Pseudomonas aeruginosa,Imipenem,81.27,7
2024-01-31,ICU,Pseudomonas aeruginosa,Imipenem,91.14,11
2024-02-07,ICU,Pseudomonas aeruginosa,Imipenem,77.01,12
2024-02-14,ICU,Pseudomonas aeruginosa,Imipenem,87.78,8
2024-02-21,ICU,Pseudomonas aeruginosa,Imipenem,79.2,5
2024-02-28,ICU,Pseudomonas aeruginosa,Imipenem,87.15,19
2024-03-06,ICU,Pseudomonas aeruginosa,Imipenem,80.8,12
2024-03-13,ICU,Pseudomonas aeruginosa,Imipenem,79.88,11
2024-03-20,ICU,Pseudomonas aeruginosa,Imipenem,76.15,14
2024-03-27,ICU,Pseudomonas aeruginosa,Imipenem,79.22,15
2024-04-03,ICU,Pseudomonas aeruginosa,Imipenem,65.1,17
2024-04-10,ICU,Pseudomonas aeruginosa,Imipenem,82.35,17
2024-04-17,ICU,Pseudomonas aeruginosa,Imipenem,75.86,17
2024-04-24,ICU,Pseudomonas aeruginosa,Imipenem,70.04,6
2024-05-01,ICU,Pseudomonas aeruginosa,Imipenem,77.97,12
2024-05-08,ICU,Pseudomonas aeruginosa,Imipenem,81.41,14
2024-05-15,ICU,Pseudomonas aeruginosa,Imipenem,76.72,13
2024-05-22,ICU,Pseudomonas aeruginosa,Imipenem,74.19,7
2024-05-29,ICU,Pseudomonas aeruginosa,Imipenem,80.12,18
2024-06-05,ICU,Pseudomonas aeruginosa,Imipenem,85.9,16
2024-06-12,ICU,Pseudomonas aeruginosa,Imipenem,80.18,18
2024-06-19,ICU,Pseudomonas aeruginosa,Imipenem,82.14,9
2024-06-26,ICU,Pseudomonas aeruginosa,Imipenem,83.91,4
2024-07-03,ICU,Pseudomonas aeruginosa,Imipenem,67.55,8
2024-07-10,ICU,Pseudomonas aeruginosa,Imipenem,88.02,15
2024-07-17,ICU,Pseudomonas aeruginosa,Imipenem,58.84,15
2024-07-24,ICU,Pseudomonas aeruginosa,Imipenem,74.62,23
2024-07-31,ICU,Pseudomonas aeruginosa,Imipenem,77.68,13
2024-08-07,ICU,Pseudomonas aeruginosa,Imipenem,76.55,8
2024-08-14,ICU,Pseudomonas aeruginosa,Imipenem,78.63,16
2024-08-21,ICU,Pseudomonas aeruginosa,Imipenem,74.41,10
2024-08-28,ICU,Pseudomonas aeruginosa,Imipenem,77.14,15
2024-09-04,ICU,Pseudomonas aeruginosa,Imipenem,67.77,16
2024-09-11,ICU,Pseudomonas aeruginosa,Imipenem,62.18,18
2024-09-18,ICU,Pseudomonas aeruginosa,Imipenem,55.35,17
2024-09-25,ICU,Pseudomonas aeruginosa,Imipenem,64.37,19
2024-10-02,ICU,Pseudomonas aeruginosa,Imipenem,63.11,16
2024-10-09,ICU,Pseudomonas aeruginosa,Imipenem,65.9,17
2024-10-16,ICU,Pseudomonas aeruginosa,Imipenem,58.2,5
2024-10-23,ICU,Pseudomonas aeruginosa,Imipenem,78.12,18
2024-10-30,ICU,Pseudomonas aeruginosa,Imipenem,79.28,17
2024-11-06,ICU,Pseudomonas aeruginosa,Imipenem,70.06,12
2024-11-13,ICU,Pseudomonas aeruginosa,Imipenem,65.84,15
2024-11-20,ICU,Pseudomonas aeruginosa,Imipenem,74.05,18
2024-11-27,ICU,Pseudomonas aeruginosa,Imipenem,56.98,18
2024-12-04,ICU,Pseudomonas aeruginosa,Imipenem,73.59,9
2024-12-11,ICU,Pseudomonas aeruginosa,Imipenem,57.7,12
2024-12-18,ICU,Pseudomonas aeruginosa,Imipenem,67.78,18
2020-01-01,ICU,Pseudomonas aeruginosa,Colistin,80.79,17
2020-01-08,ICU,Pseudomonas aeruginosa,Colistin,82.06,6
2020-01-15,ICU,Pseudomonas aeruginosa,Colistin,85.59,15
2020-01-22,ICU,Pseudomonas aeruginosa,Colistin,74.14,13
2020-01-29,ICU,Pseudomonas aeruginosa,Colistin,94.47,12
2020-02-05,ICU,Pseudomonas aeruginosa,Colistin,77.34,22
2020-02-12,ICU,Pseudomonas aeruginosa,Colistin,92.12,16
2020-02-19,ICU,Pseudomonas aeruginosa,Colistin,97.56,20
2020-02-26,ICU,Pseudomonas aeruginosa,Colistin,93.73,20
2020-03-04,ICU,Pseudomonas aeruginosa,Colistin,81.68,18
2020-03-11,ICU,Pseudomonas aeruginosa,Colistin,81.55,11
2020-03-18,ICU,Pseudomonas aeruginosa,Colistin,94.57,24
2020-03-25,ICU,Pseudomonas aeruginosa,Colistin,87.92,10
2020-04-01,ICU,Pseudomonas aeruginosa,Colistin,94.4,9
2020-04-08,ICU,Pseudomonas aeruginosa,Colistin,92.34,21
2020-04-15,ICU,Pseudomonas aeruginosa,Colistin,84.84,11
2020-04-22,ICU,Pseudomonas aeruginosa,Colistin,98.4,19
2020-04-29,ICU,Pseudomonas aeruginosa,Colistin,87.2,16
2020-05-06,ICU,Pseudomonas aeruginosa,Colistin,84.82,6
2020-05-13,ICU,Pseudomonas aeruginosa,Colistin,87.05,24
2020-05-20,ICU,Pseudomonas aeruginosa,Colistin,82.71,12
2020-05-27,ICU,Pseudomonas aeruginosa,Colistin,71.29,11
2020-06-03,ICU,Pseudomonas aeruginosa,Colistin,87.51,15
2020-06-10,ICU,Pseudomonas aeruginosa,Colistin,93.85,10
2020-06-17,ICU,Pseudomonas aeruginosa,Colistin,88.75,8
2020-06-24,ICU,Pseudomonas aeruginosa,Colistin,82.94,11
2020-07-01,ICU,Pseudomonas aeruginosa,Colistin,82.32,12
2020-07-08,ICU,Pseudomonas aeruginosa,Colistin,84.07,16
2020-07-15,ICU,Pseudomonas aeruginosa,Colistin,90.5,19
2020-07-22,ICU,Pseudomonas aeruginosa,Colistin,85.92,21
2020-07-29,ICU,Pseudomonas aeruginosa,Colistin,93.0,16
2020-08-05,ICU,Pseudomonas aeruginosa,Colistin,76.84,11
2020-08-12,ICU,Pseudomonas aeruginosa,Colistin,75.15,19
2020-08-19,ICU,Pseudomonas aeruginosa,Colistin,78.89,28
2020-08-26,ICU,Pseudomonas aeruginosa,Colistin,93.09,15
2020-09-02,ICU,Pseudomonas aeruginosa,Colistin,79.99,7
2020-09-09,ICU,Pseudomonas aeruginosa,Colistin,88.18,14
2020-09-16,ICU,Pseudomonas aeruginosa,Colistin,81.68,12
2020-09-23,ICU,Pseudomonas aeruginosa,Colistin,70.77,17
2020-09-30,ICU,Pseudomonas aeruginosa,Colistin,82.85,17
2020-10-07,ICU,Pseudomonas aeruginosa,Colistin,79.06,12
2020-10-14,ICU,Pseudomonas aeruginosa,Colistin,80.37,9
2020-10-21,ICU,Pseudomonas aeruginosa,Colistin,71.69,20
2020-10-28,ICU,Pseudomonas aeruginosa,Colistin,74.75,10
2020-11-04,ICU,Pseudomonas aeruginosa,Colistin,84.49,17
2020-11-11,ICU,Pseudomonas aeruginosa,Colistin,86.35,12
2020-11-18,ICU,Pseudomonas aeruginosa,Colistin,94.84,16
2020-11-25,ICU,Pseudomonas aeruginosa,Colistin,83.41,18
2020-12-02,ICU,Pseudomonas aeruginosa,Colistin,96.03,15
2020-12-09,ICU,Pseudomonas aeruginosa,Colistin,90.58,9
2020-12-16,ICU,Pseudomonas aeruginosa,Colistin,80.99,16
2020-12-23,ICU,Pseudomonas aeruginosa,Colistin,78.02,11
2020-12-30,ICU,Pseudomonas aeruginosa,Colistin,83.3,9
2021-01-06,ICU,Pseudomonas aeruginosa,Colistin,83.36,17
2021-01-13,ICU,Pseudomonas aeruginosa,Colistin,94.87,23
2021-01-20,ICU,Pseudomonas aeruginosa,Colistin,81.0,26
2021-01-27,ICU,Pseudomonas aeruginosa,Colistin,83.53,14
2021-02-03,ICU,Pseudomonas aeruginosa,Colistin,89.62,23
2021-02-10,ICU,Pseudomonas aeruginosa,Colistin,89.66,12
2021-02-17,ICU,Pseudomonas aeruginosa,Colistin,94.77,17
2021-02-24,ICU,Pseudomonas aeruginosa,Colistin,74.94,13
2021-03-03,ICU,Pseudomonas aeruginosa,Colistin,98.09,11
2021-03-10,ICU,Pseudomonas aeruginosa,Colistin,100.0,19
2021-03-17,ICU,Pseudomonas aeruginosa,Colistin,99.92,14
2021-03-24,ICU,Pseudomonas aeruginosa,Colistin,91.44,14
2021-03-31,ICU,Pseudomonas aeruginosa,Colistin,90.89,13
2021-04-07,ICU,Pseudomonas aeruginosa,Colistin,91.75,14
2021-04-14,ICU,Pseudomonas aeruginosa,Colistin,88.78,31
2021-04-21,ICU,Pseudomonas aeruginosa,Colistin,86.43,9
2021-04-28,ICU,Pseudomonas aeruginosa,Colistin,93.86,13
2021-05-05,ICU,Pseudomonas aeruginosa,Colistin,92.5,17
2021-05-12,ICU,Pseudomonas aeruginosa,Colistin,84.44,18
2021-05-19,ICU,Pseudomonas aeruginosa,Colistin,97.15,12
2021-05-26,ICU,Pseudomonas aeruginosa,Colistin,86.6,17
2021-06-02,ICU,Pseudomonas aeruginosa,Colistin,84.35,13
2021-06-09,ICU,Pseudomonas aeruginosa,Colistin,95.03,16
2021-06-16,ICU,Pseudomonas aeruginosa,Colistin,87.13,14
2021-06-23,ICU,Pseudomonas aeruginosa,Colistin,92.68,7
2021-06-30,ICU,Pseudomonas aeruginosa,Colistin,79.78,13
2021-07-07,ICU,Pseudomonas aeruginosa,Colistin,81.36,15
2021-07-14,ICU,Pseudomonas aeruginosa,Colistin,81.67,9
2021-07-21,ICU,Pseudomonas aeruginosa,Colistin,84.03,22
2021-07-28,ICU,Pseudomonas aeruginosa,Colistin,82.6,19
2021-08-04,ICU,Pseudomonas aeruginosa,Colistin,77.85,17
2021-08-11,ICU,Pseudomonas aeruginosa,Colistin,78.07,13
2021-08-18,ICU,Pseudomonas aeruginosa,Colistin,78.19,13
2021-08-25,ICU,Pseudomonas aeruginosa,Colistin,77.55,9
2021-09-01,ICU,Pseudomonas aeruginosa,Colistin,90.24,10
2021-09-08,ICU,Pseudomonas aeruginosa,Colistin,94.35,16
2021-09-15,ICU,Pseudomonas aeruginosa,Colistin,88.51,11
2021-09-22,ICU,Pseudomonas aeruginosa,Colistin,85.52,21
2021-09-29,ICU,Pseudomonas aeruginosa,Colistin,81.65,13
2021-10-06,ICU,Pseudomonas aeruginosa,Colistin,77.26,12
2021-10-13,ICU,Pseudomonas aeruginosa,Colistin,70.5,11
2021-10-20,ICU,Pseudomonas aeruginosa,Colistin,83.49,16
2021-10-27,ICU,Pseudomonas aeruginosa,Colistin,85.2,15
2021-11-03,ICU,Pseudomonas aeruginosa,Colistin,81.28,15
2021-11-10,ICU,Pseudomonas aeruginosa,Colistin,82.39,5
2021-11-17,ICU,Pseudomonas aeruginosa,Colistin,67.76,13
2021-11-24,ICU,Pseudomonas aeruginosa,Colistin,67.83,17
2021-12-01,ICU,Pseudomonas aeruginosa,Colistin,77.6,12
2021-12-08,ICU,Pseudomonas aeruginosa,Colistin,73.37,12
2021-12-15,ICU,Pseudomonas aeruginosa,Colistin,86.89,15
2021-12-22,ICU,Pseudomonas aeruginosa,Colistin,84.89,17
2021-12-29,ICU,Pseudomonas aeruginosa,Colistin,77.86,10
2022-01-05,ICU,Pseudomonas aeruginosa,Colistin,97.86,11
2022-01-12,ICU,Pseudomonas aeruginosa,Colistin,85.03,22
2022-01-19,ICU,Pseudomonas aeruginosa,Colistin,88.18,15
2022-01-26,ICU,Pseudomonas aeruginosa,Colistin,83.08,17
2022-02-02,ICU,Pseudomonas aeruginosa,Colistin,90.65,19
2022-02-09,ICU,Pseudomonas aeruginosa,Colistin,83.27,20
2022-02-16,ICU,Pseudomonas aeruginosa,Colistin,72.79,18
2022-02-23,ICU,Pseudomonas aeruginosa,Colistin,81.48,17
2022-03-02,ICU,Pseudomonas aeruginosa,Colistin,73.1,15
2022-03-09,ICU,Pseudomonas aeruginosa,Colistin,79.34,13
2022-03-16,ICU,Pseudomonas aeruginosa,Colistin,80.61,16
2022-03-23,ICU,Pseudomonas aeruginosa,Colistin,79.84,21
2022-03-30,ICU,Pseudomonas aeruginosa,Colistin,77.94,19
2022-04-06,ICU,Pseudomonas aeruginosa,Colistin,87.53,17
2022-04-13,ICU,Pseudomonas aeruginosa,Colistin,74.72,20
2022-04-20,ICU,Pseudomonas aeruginosa,Colistin,93.37,20
2022-04-27,ICU,Pseudomonas aeruginosa,Colistin,100.0,11
2022-05-04,ICU,Pseudomonas aeruginosa,Colistin,79.23,11
2022-05-11,ICU,Pseudomonas aeruginosa,Colistin,88.42,11
2022-05-18,ICU,Pseudomonas aeruginosa,Colistin,80.91,19
2022-05-25,ICU,Pseudomonas aeruginosa,Colistin,80.27,20
2022-06-01,ICU,Pseudomonas aeruginosa,Colistin,73.48,10
2022-06-08,ICU,Pseudomonas aeruginosa,Colistin,75.39,15
2022-06-15,ICU,Pseudomonas aeruginosa,Colistin,85.52,14
2022-06-22,ICU,Pseudomonas aeruginosa,Colistin,66.06,12
2022-06-29,ICU,Pseudomonas aeruginosa,Colistin,77.13,10
2022-07-06,ICU,Pseudomonas aeruginosa,Colistin,78.66,22
2022-07-13,ICU,Pseudomonas aeruginosa,Colistin,68.49,18
2022-07-20,ICU,Pseudomonas aeruginosa,Colistin,75.38,18
2022-07-27,ICU,Pseudomonas aeruginosa,Colistin,78.62,9
2022-08-03,ICU,Pseudomonas aeruginosa,Colistin,82.76,18
2022-08-10,ICU,Pseudomonas aeruginosa,Colistin,63.06,8
2022-08-17,ICU,Pseudomonas aeruginosa,Colistin,74.36,16
2022-08-24,ICU,Pseudomonas aeruginosa,Colistin,74.85,15
2022-08-31,ICU,Pseudomonas aeruginosa,Colistin,78.97,10
2022-09-07,ICU,Pseudomonas aeruginosa,Colistin,77.23,15
2022-09-14,ICU,Pseudomonas aeruginosa,Colistin,78.26,17
2022-09-21,ICU,Pseudomonas aeruginosa,Colistin,78.38,10
2022-09-28,ICU,Pseudomonas aeruginosa,Colistin,75.49,21
2022-10-05,ICU,Pseudomonas aeruginosa,Colistin,81.9,16
2022-10-12,ICU,Pseudomonas aeruginosa,Colistin,64.32,7
2022-10-19,ICU,Pseudomonas aeruginosa,Colistin,86.53,18
2022-10-26,ICU,Pseudomonas aeruginosa,Colistin,85.99,17
2022-11-02,ICU,Pseudomonas aeruginosa,Colistin,86.55,12
2022-11-09,ICU,Pseudomonas aeruginosa,Colistin,64.11,26
2022-11-16,ICU,Pseudomonas aeruginosa,Colistin,74.13,15
2022-11-23,ICU,Pseudomonas aeruginosa,Colistin,66.59,11
2022-11-30,ICU,Pseudomonas aeruginosa,Colistin,75.85,11
2022-12-07,ICU,Pseudomonas aeruginosa,Colistin,75.67,18
2022-12-14,ICU,Pseudomonas aeruginosa,Colistin,77.37,10
2022-12-21,ICU,Pseudomonas aeruginosa,Colistin,84.51,19
2022-12-28,ICU,Pseudomonas aeruginosa,Colistin,83.95,20
2023-01-04,ICU,Pseudomonas aeruginosa,Colistin,81.28,11
2023-01-11,ICU,Pseudomonas aeruginosa,Colistin,68.82,10
2023-01-18,ICU,Pseudomonas aeruginosa,Colistin,79.28,8
2023-01-25,ICU,Pseudomonas aeruginosa,Colistin,85.47,14
2023-02-01,ICU,Pseudomonas aeruginosa,Colistin,89.39,15
2023-02-08,ICU,Pseudomonas aeruginosa,Colistin,77.58,18
2023-02-15,ICU,Pseudomonas aeruginosa,Colistin,92.2,19
2023-02-22,ICU,Pseudomonas aeruginosa,Colistin,77.32,10
2023-03-01,ICU,Pseudomonas aeruginosa,Colistin,72.32,25
2023-03-08,ICU,Pseudomonas aeruginosa,Colistin,79.29,15
2023-03-15,ICU,Pseudomonas aeruginosa,Colistin,88.47,11
2023-03-22,ICU,Pseudomonas aeruginosa,Colistin,78.26,14
2023-03-29,ICU,Pseudomonas aeruginosa,Colistin,88.48,20
2023-04-05,ICU,Pseudomonas aeruginosa,Colistin,82.82,12
2023-04-12,ICU,Pseudomonas aeruginosa,Colistin,77.47,13
2023-04-19,ICU,Pseudomonas aeruginosa,Colistin,81.99,20
2023-04-26,ICU,Pseudomonas aeruginosa,Colistin,85.87,10
2023-05-03,ICU,Pseudomonas aeruginosa,Colistin,98.34,15
2023-05-10,ICU,Pseudomonas aeruginosa,Colistin,81.45,13
2023-05-17,ICU,Pseudomonas aeruginosa,Colistin,80.68,14
2023-05-24,ICU,Pseudomonas aeruginosa,Colistin,70.89,8
2023-05-31,ICU,Pseudomonas aeruginosa,Colistin,85.21,14
2023-06-07,ICU,Pseudomonas aeruginosa,Colistin,84.88,17
2023-06-14,ICU,Pseudomonas aeruginosa,Colistin,78.48,7
2023-06-21,ICU,Pseudomonas aeruginosa,Colistin,89.51,16
2023-06-28,ICU,Pseudomonas aeruginosa,Colistin,74.23,6
2023-07-05,ICU,Pseudomonas aeruginosa,Colistin,77.78,21
2023-07-12,ICU,Pseudomonas aeruginosa,Colistin,82.01,14
2023-07-19,ICU,Pseudomonas aeruginosa,Colistin,85.11,11
2023-07-26,ICU,Pseudomonas aeruginosa,Colistin,78.56,5
2023-08-02,ICU,Pseudomonas aeruginosa,Colistin,71.35,18
2023-08-09,ICU,Pseudomonas aeruginosa,Colistin,69.04,7
2023-08-16,ICU,Pseudomonas aeruginosa,Colistin,80.68,12
2023-08-23,ICU,Pseudomonas aeruginosa,Colistin,91.9,18
2023-08-30,ICU,Pseudomonas aeruginosa,Colistin,77.53,17
2023-09-06,ICU,Pseudomonas aeruginosa,Colistin,81.99,20
2023-09-13,ICU,Pseudomonas aeruginosa,Colistin,69.45,18
2023-09-20,ICU,Pseudomonas aeruginosa,Colistin,72.52,10
2023-09-27,ICU,Pseudomonas aeruginosa,Colistin,65.45,16
2023-10-04,ICU,Pseudomonas aeruginosa,Colistin,66.72,12
2023-10-11,ICU,Pseudomonas aeruginosa,Colistin,77.15,11
2023-10-18,ICU,Pseudomonas aeruginosa,Colistin,79.38,20
2023-10-25,ICU,Pseudomonas aeruginosa,Colistin,88.62,8
2023-11-01,ICU,Pseudomonas aeruginosa,Colistin,74.75,22
2023-11-08,ICU,Pseudomonas aeruginosa,Colistin,80.4,10
2023-11-15,ICU,Pseudomonas aeruginosa,Colistin,77.67,15
2023-11-22,ICU,Pseudomonas aeruginosa,Colistin,81.18,9
2023-11-29,ICU,Pseudomonas aeruginosa,Colistin,80.62,12
2023-12-06,ICU,Pseudomonas aeruginosa,Colistin,70.92,17
2023-12-13,ICU,Pseudomonas aeruginosa,Colistin,80.09,17
2023-12-20,ICU,Pseudomonas aeruginosa,Colistin,83.9,19
2023-12-27,ICU,Pseudomonas aeruginosa,Colistin,75.74,13
2024-01-03,ICU,Pseudomonas aeruginosa,Colistin,83.39,14
2024-01-10,ICU,Pseudomonas aeruginosa,Colistin,82.01,9
2024-01-17,ICU,Pseudomonas aeruginosa,Colistin,73.7,11
2024-01-24,ICU,Pseudomonas aeruginosa,Colistin,84.29,12
2024-01-31,ICU,Pseudomonas aeruginosa,Colistin,88.43,17
2024-02-07,ICU,Pseudomonas aeruginosa,Colistin,81.27,9
2024-02-14,ICU,Pseudomonas aeruginosa,Colistin,85.06,17
2024-02-21,ICU,Pseudomonas aeruginosa,Colistin,84.94,16
2024-02-28,ICU,Pseudomonas aeruginosa,Colistin,83.73,15
2024-03-06,ICU,Pseudomonas aeruginosa,Colistin,86.3,16
2024-03-13,ICU,Pseudomonas aeruginosa,Colistin,93.04,16
2024-03-20,ICU,Pseudomonas aeruginosa,Colistin,84.45,14
2024-03-27,ICU,Pseudomonas aeruginosa,Colistin,79.13,8
2024-04-03,ICU,Pseudomonas aeruginosa,Colistin,86.88,14
2024-04-10,ICU,Pseudomonas aeruginosa,Colistin,82.41,15
2024-04-17,ICU,Pseudomonas aeruginosa,Colistin,88.46,19
2024-04-24,ICU,Pseudomonas aeruginosa,Colistin,82.2,21
2024-05-01,ICU,Pseudomonas aeruginosa,Colistin,82.58,11
2024-05-08,ICU,Pseudomonas aeruginosa,Colistin,82.43,18
2024-05-15,ICU,Pseudomonas aeruginosa,Colistin,72.66,9
2024-05-22,ICU,Pseudomonas aeruginosa,Colistin,87.32,17
2024-05-29,ICU,Pseudomonas aeruginosa,Colistin,85.22,11
2024-06-05,ICU,Pseudomonas aeruginosa,Colistin,85.08,18
2024-06-12,ICU,Pseudomonas aeruginosa,Colistin,71.99,9
2024-06-19,ICU,Pseudomonas aeruginosa,Colistin,76.04,11
2024-06-26,ICU,Pseudomonas aeruginosa,Colistin,84.84,17
2024-07-03,ICU,Pseudomonas aeruginosa,Colistin,85.37,20
2024-07-10,ICU,Pseudomonas aeruginosa,Colistin,79.68,12
2024-07-17,ICU,Pseudomonas aeruginosa,Colistin,84.18,6
2024-07-24,ICU,Pseudomonas aeruginosa,Colistin,83.02,18
2024-07-31,ICU,Pseudomonas aeruginosa,Colistin,82.72,16
